level_0,index,distance_km,distance_m,duration_h,duration_m,end_location,from_a,geocoder_status,id_cb,partial_match,place_id,start_location,to_b,types
53,0,70.3 km,70339,1 hour 15 mins,4501,"{'lat': 48.3344578, 'lng': 21.8294407}","044 58 Kechnec, Slovakia",OK,1,NULL,ChIJofQTEnsjP0cRcSqreUcZBRI,"{'lat': 48.5509588, 'lng': 21.2656102}","Pácin, Európa u. 7, 3964 Hungary",locality
71,0,9.2 km,9234,10 mins,580,"{'lat': 48.3344578, 'lng': 21.8294407}","076 31 Streda nad Bodrogom, Slovakia",OK,1,NULL,ChIJJ0VPX2LPOEcRwHqXxtH3AAQ,"{'lat': 48.3795523, 'lng': 21.7579633}","Pácin, Európa u. 7, 3964 Hungary",locality
54,0,47.7 km,47706,42 mins,2531,"{'lat': 48.3344578, 'lng': 21.8294407}","075 01 Plechotice, Slovakia",OK,1,NULL,ChIJdRsnpITVPkcRvixQ3hLOk90,"{'lat': 48.6257446, 'lng': 21.6364758}","Pácin, Európa u. 7, 3964 Hungary",locality
72,0,3.7 km,3726,4 mins,210,"{'lat': 48.3344578, 'lng': 21.8294407}","076 36 Veľký Kamenec, Slovakia",OK,1,NULL,ChIJ3SlBz63FOEcRYHuXxtH3AAQ,"{'lat': 48.3615754, 'lng': 21.805914}","Pácin, Európa u. 7, 3964 Hungary",locality
55,0,27.5 km,27539,25 mins,1509,"{'lat': 48.3344578, 'lng': 21.8294407}","076 05 Brehov, Slovakia",OK,1,NULL,ChIJ8WTe2svQOEcRqc58G1XzWH8,"{'lat': 48.4872872, 'lng': 21.8195503}","Pácin, Európa u. 7, 3964 Hungary",locality
56,0,67.4 km,67408,1 hour 12 mins,4322,"{'lat': 48.3344578, 'lng': 21.8294407}","044 58 Belža, Slovakia",OK,1,NULL,ChIJeeDu7-sjP0cRkESXxtH3AAQ,"{'lat': 48.5808077, 'lng': 21.2741044}","Pácin, Európa u. 7, 3964 Hungary",locality
46,0,21.0 km,21038,19 mins,1121,"{'lat': 48.4255193, 'lng': 21.6571488}","076 01 Zemplínske Hradište, Slovakia",OK,10,NULL,ChIJx0g_fXfVOEcRzBpPDBynbZY,"{'lat': 48.5837704, 'lng': 21.7356619}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
57,0,41.0 km,40982,37 mins,2201,"{'lat': 48.3344578, 'lng': 21.8294407}","076 16 Stanča, Slovakia",OK,1,NULL,ChIJ42CdNysrP0cRgByXxtH3AAQ,"{'lat': 48.5689496, 'lng': 21.6578755}","Pácin, Európa u. 7, 3964 Hungary",locality
58,0,26.7 km,26702,24 mins,1459,"{'lat': 48.3344578, 'lng': 21.8294407}","076 05 Cejkov, Slovakia",OK,1,NULL,ChIJ8f08Mw_ROEcRdYBNV9E0mcg,"{'lat': 48.4679814, 'lng': 21.7623173}","Pácin, Európa u. 7, 3964 Hungary",locality
59,0,42.6 km,42573,38 mins,2263,"{'lat': 48.3344578, 'lng': 21.8294407}","076 17 Nižný Žipov, Slovakia",OK,1,NULL,ChIJuYuC8N0qP0cR48ntNy7FsQw,"{'lat': 48.5823056, 'lng': 21.6369371}","Pácin, Európa u. 7, 3964 Hungary",locality
60,0,46.8 km,46823,41 mins,2466,"{'lat': 48.3344578, 'lng': 21.8294407}","075 01 Egreš, Slovakia",OK,1,NULL,ChIJxe3SkA4qP0cR8G6XxtH3AAQ,"{'lat': 48.6141719, 'lng': 21.6090782}","Pácin, Európa u. 7, 3964 Hungary",locality
61,0,39.2 km,39242,37 mins,2231,"{'lat': 48.3344578, 'lng': 21.8294407}","076 12 Brezina, Slovakia",OK,1,NULL,ChIJzyqPvIwrP0cREG6XxtH3AAQ,"{'lat': 48.5493659, 'lng': 21.5529881}","Pácin, Európa u. 7, 3964 Hungary",locality
62,0,42.2 km,42237,39 mins,2368,"{'lat': 48.3344578, 'lng': 21.8294407}","076 12 Kuzmice, Slovakia",OK,1,NULL,ChIJNVvXhsQrP0cRsG-XxtH3AAQ,"{'lat': 48.57881829999999, 'lng': 21.5701717}","Pácin, Európa u. 7, 3964 Hungary",locality
63,0,44.9 km,44868,42 mins,2518,"{'lat': 48.3344578, 'lng': 21.8294407}","076 12 Slivník, Slovakia",OK,1,NULL,ChIJpTOZOoYpP0cR44Og2tVDkVk,"{'lat': 48.5999955, 'lng': 21.5564504}","Pácin, Európa u. 7, 3964 Hungary",locality
64,0,32.4 km,32401,31 mins,1835,"{'lat': 48.3344578, 'lng': 21.8294407}","076 14 Michaľany, Slovakia",OK,1,NULL,ChIJI6oUfUnTOEcRYHCXxtH3AAQ,"{'lat': 48.5137583, 'lng': 21.6213664}","Pácin, Európa u. 7, 3964 Hungary",locality
65,0,39.2 km,39220,38 mins,2306,"{'lat': 48.3344578, 'lng': 21.8294407}","076 13 Byšta, Slovakia",OK,1,NULL,ChIJIazbQWgsP0cRIG6XxtH3AAQ,"{'lat': 48.5306035, 'lng': 21.5410394}","Pácin, Európa u. 7, 3964 Hungary",locality
66,0,29.2 km,29209,27 mins,1626,"{'lat': 48.3344578, 'lng': 21.8294407}","076 14 Luhyňa, Slovakia",OK,1,NULL,ChIJnxBS2-HSOEcRAHCXxtH3AAQ,"{'lat': 48.4892938, 'lng': 21.6367137}","Pácin, Európa u. 7, 3964 Hungary",locality
67,0,13.0 km,13009,12 mins,716,"{'lat': 48.3344578, 'lng': 21.8294407}","076 31 Viničky, Slovakia",OK,1,NULL,ChIJFZLcOLbPOEcRcHuXxtH3AAQ,"{'lat': 48.3985485, 'lng': 21.7434795}","Pácin, Európa u. 7, 3964 Hungary",locality
73,0,67.3 km,67302,1 hour 4 mins,3810,"{'lat': 48.3344578, 'lng': 21.8294407}","040 18 Nižná Hutka, Slovakia",OK,1,NULL,ChIJWR-j0U0nP0cRLeMljBX7ohM,"{'lat': 48.65947, 'lng': 21.3604688}","Pácin, Európa u. 7, 3964 Hungary",locality
74,0,60.9 km,60879,1 hour 7 mins,3994,"{'lat': 48.3344578, 'lng': 21.8294407}","044 10 Geča, Slovakia",OK,1,NULL,ChIJsy6_zzohP0cR0EWXxtH3AAQ,"{'lat': 48.6272272, 'lng': 21.3070622}","Pácin, Európa u. 7, 3964 Hungary",locality
75,0,61.0 km,61004,1 hour 6 mins,3975,"{'lat': 48.3344578, 'lng': 21.8294407}","044 14 Gyňov, Slovakia",OK,1,NULL,ChIJ5-su5AQkP0cR4EWXxtH3AAQ,"{'lat': 48.5894837, 'lng': 21.3060745}","Pácin, Európa u. 7, 3964 Hungary",locality
76,0,66.1 km,66083,1 hour 13 mins,4383,"{'lat': 48.3344578, 'lng': 21.8294407}","044 13 Kokšov-Bakša, Slovakia",OK,1,NULL,ChIJnf5r6dogP0cRsEaXxtH3AAQ,"{'lat': 48.6472759, 'lng': 21.3247578}","Pácin, Európa u. 7, 3964 Hungary",locality
77,0,53.4 km,53437,58 mins,3480,"{'lat': 48.3344578, 'lng': 21.8294407}","044 11 Skároš, Slovakia",OK,1,NULL,ChIJMeJRoyMmP0cRMEmXxtH3AAQ,"{'lat': 48.5883954, 'lng': 21.3760376}","Pácin, Európa u. 7, 3964 Hungary",locality
78,0,60.3 km,60308,1 hour 5 mins,3905,"{'lat': 48.3344578, 'lng': 21.8294407}","044 11 Trstené pri Hornáde, Slovakia",OK,1,NULL,ChIJhwO1Uy4kP0cRlZ3pgb5sD34,"{'lat': 48.57321, 'lng': 21.3339521}","Pácin, Európa u. 7, 3964 Hungary",locality
79,0,104 km,104133,1 hour 24 mins,5050,"{'lat': 48.3344578, 'lng': 21.8294407}","044 81 Trebejov, Slovakia",OK,1,NULL,ChIJfXnjQcLlPkcRsEmXxtH3AAQ,"{'lat': 48.8351976, 'lng': 21.2194749}","Pácin, Európa u. 7, 3964 Hungary",locality
42,0,17.2 km,17154,17 mins,994,"{'lat': 48.4003727, 'lng': 21.666996}","076 13 Kazimír, Slovakia",OK,8,NULL,ChIJT-ojfJEsP0cRFm7RPNUd348,"{'lat': 48.5269205, 'lng': 21.5840868}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
80,0,66.1 km,66071,1 hour 3 mins,3754,"{'lat': 48.3344578, 'lng': 21.8294407}","044 15 Vyšná Myšľa, Slovakia",OK,1,NULL,ChIJYXzteQcnP0cRUEqXxtH3AAQ,"{'lat': 48.6342772, 'lng': 21.3876045}","Pácin, Európa u. 7, 3964 Hungary",locality
81,0,56.7 km,56716,1 hour 1 min,3687,"{'lat': 48.3344578, 'lng': 21.8294407}","044 11 Ždaňa, Slovakia",OK,1,NULL,ChIJv48v2Y0mP0cRoEqXxtH3AAQ,"{'lat': 48.6023307, 'lng': 21.3466906}","Pácin, Európa u. 7, 3964 Hungary",locality
82,0,13.0 km,12969,12 mins,743,"{'lat': 48.3344578, 'lng': 21.8294407}","076 35 Svätá Mária, Slovakia",OK,1,NULL,ChIJ37sfvYbaOEcRwG2XxtH3AAQ,"{'lat': 48.4326836, 'lng': 21.8440886}","Pácin, Európa u. 7, 3964 Hungary",locality
83,0,63.1 km,63144,1 hour 10 mins,4188,"{'lat': 48.3344578, 'lng': 21.8294407}","044 13 Valaliky, Slovakia",OK,1,NULL,ChIJO1Ia6ecgP0cRcZNvyShqkIE,"{'lat': 48.6422547, 'lng': 21.2919549}","Pácin, Európa u. 7, 3964 Hungary",locality
84,0,69.5 km,69455,1 hour 5 mins,3926,"{'lat': 48.3344578, 'lng': 21.8294407}","040 18 Vyšná Hutka, Slovakia",OK,1,NULL,ChIJTYve2lHfPkcRMEqXxtH3AAQ,"{'lat': 48.6754422, 'lng': 21.3541875}","Pácin, Európa u. 7, 3964 Hungary",locality
86,0,71.7 km,71718,1 hour 16 mins,4581,"{'lat': 48.3344578, 'lng': 21.8294407}","044 58 Milhosť, Slovakia",OK,1,NULL,ChIJz0P0LaMkP0cR5QA6U2scEFw,"{'lat': 48.5393829, 'lng': 21.2681549}","Pácin, Európa u. 7, 3964 Hungary",locality
0,0,50.7 km,50698,51 mins,3083,"{'lat': 48.4255193, 'lng': 21.6571488}","044 41 Sady nad Torysou, Slovakia",OK,10,NULL,ChIJ9V21E-PePkcREEmXxtH3AAQ,"{'lat': 48.70756069999999, 'lng': 21.3458681}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
1,0,4.9 km,4914,5 mins,294,"{'lat': 48.4255193, 'lng': 21.6571488}","076 82 Malá Tŕňa, Slovakia",OK,10,NULL,ChIJZTkRKxfSOEcR8Ek92zVxxrI,"{'lat': 48.4558008, 'lng': 21.6826166}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
3,0,73.8 km,73831,59 mins,3569,"{'lat': 48.4255193, 'lng': 21.6571488}","044 31 Družstevná pri Hornáde, Slovakia",OK,10,NULL,ChIJN-oTAO7mPkcRoEWXxtH3AAQ,"{'lat': 48.8050428, 'lng': 21.2487383}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
4,0,80.6 km,80646,1 hour 2 mins,3747,"{'lat': 48.4255193, 'lng': 21.6571488}","044 81 Kysak, Slovakia",OK,10,NULL,ChIJq9KJX5nlPkcRIEeXxtH3AAQ,"{'lat': 48.85345479999999, 'lng': 21.2209916}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
5,0,78.9 km,78893,1 hour 0 mins,3587,"{'lat': 48.4255193, 'lng': 21.6571488}","044 81 Obišovce, Slovakia",OK,10,NULL,ChIJCShAGGHvPkcRIEiXxtH3AAQ,"{'lat': 48.8619214, 'lng': 21.2381107}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
6,0,77.3 km,77280,1 hour 4 mins,3834,"{'lat': 48.4255193, 'lng': 21.6571488}","044 31 Sokoľ, Slovakia",OK,10,NULL,ChIJ07jXBzfkPkcRcEmXxtH3AAQ,"{'lat': 48.8134089, 'lng': 21.219625}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
7,0,42.9 km,42926,49 mins,2939,"{'lat': 48.4255193, 'lng': 21.6571488}","044 14 Čaňa, Slovakia",OK,10,NULL,ChIJF2wUr0whP0cRUEWXxtH3AAQ,"{'lat': 48.6070779, 'lng': 21.3248705}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
8,0,95.9 km,95898,1 hour 41 mins,6037,"{'lat': 48.4255193, 'lng': 21.6571488}","044 81 Veľká Lodina, Slovakia",OK,10,NULL,ChIJnb6rjkHlPkcREEqXxtH3AAQ,"{'lat': 48.859691, 'lng': 21.1566}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
9,0,74.7 km,74720,1 hour 1 min,3640,"{'lat': 48.4255193, 'lng': 21.6571488}","044 31 Kostoľany nad Hornádom, Slovakia",OK,10,NULL,ChIJC9idzLHmPkcR0JOXxtH3AAQ,"{'lat': 48.7979011, 'lng': 21.2417211}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
10,0,36.2 km,36178,35 mins,2086,"{'lat': 48.4255193, 'lng': 21.6571488}","044 17 Slančík, Slovakia",OK,10,NULL,ChIJX5KcsvPXPkcRADOXxtH3AAQ,"{'lat': 48.6621688, 'lng': 21.4890466}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
11,0,41.3 km,41296,39 mins,2368,"{'lat': 48.4255193, 'lng': 21.6571488}","044 16 Blažice, Slovakia",OK,10,NULL,ChIJT36RkI7YPkcRwESXxtH3AAQ,"{'lat': 48.6668055, 'lng': 21.4112279}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
12,0,26.7 km,26702,25 mins,1472,"{'lat': 48.4255193, 'lng': 21.6571488}","044 18 Kalša, Slovakia",OK,10,NULL,ChIJ2e8wVrcpP0cRgEaXxtH3AAQ,"{'lat': 48.61325600000001, 'lng': 21.5272425}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
47,0,21.4 km,21388,18 mins,1064,"{'lat': 48.4255193, 'lng': 21.6571488}","076 02 Novosad, Slovakia",OK,10,NULL,ChIJ8x4lUznUOEcRgHCXxtH3AAQ,"{'lat': 48.5252548, 'lng': 21.7412231}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
13,0,39.5 km,39519,37 mins,2213,"{'lat': 48.4255193, 'lng': 21.6571488}","044 16 Bohdanovce, Slovakia",OK,10,NULL,ChIJM6XednwnP0cR0ESXxtH3AAQ,"{'lat': 48.6565105, 'lng': 21.4011463}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
14,0,92.7 km,92669,1 hour 37 mins,5829,"{'lat': 48.4255193, 'lng': 21.6571488}","044 32 Malá Lodina, Slovakia",OK,10,TRUE,ChIJn6eUZpT6PkcRQEeXxtH3AAQ,"{'lat': 48.8781217, 'lng': 21.1333697}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
48,0,15.3 km,15309,15 mins,873,"{'lat': 48.4255193, 'lng': 21.6571488}","076 35 Somotor, Slovakia",OK,10,NULL,ChIJYyKXz0jFOEcRrqnzzvy2bzc,"{'lat': 48.4036921, 'lng': 21.8110298}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
15,0,45.4 km,45450,43 mins,2555,"{'lat': 48.4255193, 'lng': 21.6571488}","044 15 Nižná Myšľa, Slovakia",OK,10,NULL,ChIJ5bEuk-EmP0cRHRDVUUjrJXk,"{'lat': 48.6258608, 'lng': 21.3635053}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
49,0,11.3 km,11308,9 mins,546,"{'lat': 48.4255193, 'lng': 21.6571488}","076 15 Veľaty, Slovakia",OK,10,NULL,ChIJMVoOqGfTOEcR8HqXxtH3AAQ,"{'lat': 48.5213347, 'lng': 21.6614968}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
16,0,48.4 km,48384,55 mins,3281,"{'lat': 48.4255193, 'lng': 21.6571488}","044 57 Haniska, Slovakia",OK,10,NULL,ChIJM3BgxQohP0cRIrKOWJFUB44,"{'lat': 48.6157687, 'lng': 21.2539912}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
17,0,45.1 km,45148,45 mins,2719,"{'lat': 48.4255193, 'lng': 21.6571488}","044 19 Olšovany, Slovakia",OK,10,NULL,ChIJubPMVSHZPkcRwe8Eq1BRqAU,"{'lat': 48.7049727, 'lng': 21.4122287}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
18,0,52.9 km,52922,52 mins,3101,"{'lat': 48.4255193, 'lng': 21.6571488}","044 41 Košická Polianka, Slovakia",OK,10,NULL,ChIJcZwqxz7fPkcR4EaXxtH3AAQ,"{'lat': 48.6928202, 'lng': 21.3477367}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
19,0,50.4 km,50382,57 mins,3392,"{'lat': 48.4255193, 'lng': 21.6571488}","044 57 Sokoľany, Slovakia",OK,10,NULL,ChIJa38imYchP0cR0IeXxtH3AAQ,"{'lat': 48.6088494, 'lng': 21.2284687}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
20,0,53.8 km,53805,59 mins,3538,"{'lat': 48.4255193, 'lng': 21.6571488}","044 58 Seňa, Slovakia",OK,10,NULL,ChIJM0LcHJojP0cRIEmXxtH3AAQ,"{'lat': 48.5587686, 'lng': 21.2570684}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
21,0,46.4 km,46402,43 mins,2604,"{'lat': 48.4255193, 'lng': 21.6571488}","044 16 Nižný Čaj, Slovakia",OK,10,NULL,ChIJ9akAUKLYPkcRsEeXxtH3AAQ,"{'lat': 48.6659061, 'lng': 21.3981304}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
22,0,36.2 km,36176,35 mins,2082,"{'lat': 48.4255193, 'lng': 21.6571488}","044 17 Nový Salaš, Slovakia",OK,10,NULL,ChIJZythrlcoP0cREEiXxtH3AAQ,"{'lat': 48.6114099, 'lng': 21.4742923}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
23,0,32.6 km,32643,30 mins,1826,"{'lat': 48.4255193, 'lng': 21.6571488}","044 17 Slanec, Slovakia",OK,10,NULL,ChIJ79PVnA8oP0cRQEmXxtH3AAQ,"{'lat': 48.6363025, 'lng': 21.4782392}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
24,0,37.1 km,37087,35 mins,2084,"{'lat': 48.4255193, 'lng': 21.6571488}","044 16 Rákoš, Slovakia",OK,10,NULL,ChIJk5q-b5MnP0cRsEiXxtH3AAQ,"{'lat': 48.645437, 'lng': 21.4268465}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
25,0,29.1 km,29119,28 mins,1652,"{'lat': 48.4255193, 'lng': 21.6571488}","044 18 Slanské Nové Mesto, Slovakia",OK,10,NULL,ChIJ2wYw2rfXPkcRYEmXxtH3AAQ,"{'lat': 48.6294657, 'lng': 21.5238409}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
26,0,52.4 km,52433,59 mins,3530,"{'lat': 48.4255193, 'lng': 21.6571488}","044 57 Bočiar, Slovakia",OK,10,NULL,ChIJGzxwmjQiP0cRwIeXxtH3AAQ,"{'lat': 48.5918698, 'lng': 21.2355402}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
27,0,41.5 km,41545,41 mins,2462,"{'lat': 48.4255193, 'lng': 21.6571488}","044 19 Ruskov, Slovakia",OK,10,NULL,ChIJzx5uKUTYPkcRAEmXxtH3AAQ,"{'lat': 48.6818232, 'lng': 21.432293}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
28,0,38.3 km,38261,38 mins,2267,"{'lat': 48.4255193, 'lng': 21.6571488}","044 17 Slanská Huta, Slovakia",OK,10,NULL,ChIJq3_8zyIpP0cRUEmXxtH3AAQ,"{'lat': 48.59683099999999, 'lng': 21.4669967}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
29,0,44.2 km,44236,45 mins,2708,"{'lat': 48.4255193, 'lng': 21.6571488}","044 16 Vyšný Čaj, Slovakia",OK,10,NULL,ChIJAxHHHsDYPkcRVVSkcPpdcaM,"{'lat': 48.68367990000001, 'lng': 21.3993708}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
30,0,16.4 km,16352,15 mins,908,"{'lat': 48.4255193, 'lng': 21.6571488}","076 02 Kysta, Slovakia",OK,10,NULL,ChIJ91DogfLTOEcRwG-XxtH3AAQ,"{'lat': 48.515171, 'lng': 21.7207349}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
34,0,20.7 km,20736,21 mins,1253,"{'lat': 48.4255193, 'lng': 21.6571488}","076 05 Zemplínske Jastrabie, Slovakia",OK,10,NULL,ChIJw2nTBjDROEcRnw1e__MI2Lo,"{'lat': 48.498037, 'lng': 21.7764395}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
35,0,9.2 km,9171,14 mins,835,"{'lat': 48.4255193, 'lng': 21.6571488}","076 32 Bara, Slovakia",OK,10,NULL,ChIJ02z3xijOOEcRkG2XxtH3AAQ,"{'lat': 48.4281733, 'lng': 21.7164626}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
39,0,26.0 km,26006,23 mins,1367,"{'lat': 48.4255193, 'lng': 21.6571488}","076 03 Hraň, Slovakia",OK,10,NULL,ChIJQ7k1_3zWOEcRAG-XxtH3AAQ,"{'lat': 48.5447147, 'lng': 21.7887945}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
40,0,3.3 km,3347,4 mins,221,"{'lat': 48.4255193, 'lng': 21.6571488}","076 33 Slovenské Nové Mesto, Slovakia",OK,10,NULL,ChIJ7S2pYHPOOEcRcHqXxtH3AAQ,"{'lat': 48.40054019999999, 'lng': 21.669215}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
41,0,6.2 km,6217,7 mins,394,"{'lat': 48.4255193, 'lng': 21.6571488}","076 32 Borša, Slovakia",OK,10,NULL,ChIJ_8pRkVPOOEcR91uFAGsl-ck,"{'lat': 48.3953271, 'lng': 21.7071432}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
43,0,27.3 km,27298,22 mins,1326,"{'lat': 48.4255193, 'lng': 21.6571488}","076 03 Sirník, Slovakia",OK,10,NULL,ChIJpx207ubWOEcRUHqXxtH3AAQ,"{'lat': 48.5183876, 'lng': 21.8034735}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
44,0,14.6 km,14616,16 mins,939,"{'lat': 48.4255193, 'lng': 21.6571488}","076 14 Lastovce, Slovakia",OK,10,NULL,ChIJjQRP108rP0cR4G-XxtH3AAQ,"{'lat': 48.5393859, 'lng': 21.6285629}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
51,0,16.8 km,16798,17 mins,1003,"{'lat': 48.4255193, 'lng': 21.6571488}","076 34 Zemplín, Slovakia",OK,10,NULL,ChIJy2vPrWvQOEcR4HuXxtH3AAQ,"{'lat': 48.4389312, 'lng': 21.8123559}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
54,0,26.3 km,26276,22 mins,1310,"{'lat': 48.4255193, 'lng': 21.6571488}","075 01 Plechotice, Slovakia",OK,10,NULL,ChIJdRsnpITVPkcRvixQ3hLOk90,"{'lat': 48.6257446, 'lng': 21.6364758}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
52,0,30.2 km,30250,25 mins,1523,"{'lat': 48.4255193, 'lng': 21.6571488}","076 64 Zemplínska Teplica, Slovakia",OK,10,NULL,ChIJAxgEl1zWPkcRAHyXxtH3AAQ,"{'lat': 48.64611619999999, 'lng': 21.5738705}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
57,0,19.6 km,19552,16 mins,980,"{'lat': 48.4255193, 'lng': 21.6571488}","076 16 Stanča, Slovakia",OK,10,NULL,ChIJ42CdNysrP0cRgByXxtH3AAQ,"{'lat': 48.5689496, 'lng': 21.6578755}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
53,0,55.1 km,55098,1 hour 1 min,3665,"{'lat': 48.4255193, 'lng': 21.6571488}","044 58 Kechnec, Slovakia",OK,10,NULL,ChIJofQTEnsjP0cRcSqreUcZBRI,"{'lat': 48.5509588, 'lng': 21.2656102}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
64,0,11.0 km,10971,10 mins,614,"{'lat': 48.4255193, 'lng': 21.6571488}","076 14 Michaľany, Slovakia",OK,10,NULL,ChIJI6oUfUnTOEcRYHCXxtH3AAQ,"{'lat': 48.5137583, 'lng': 21.6213664}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
55,0,22.1 km,22073,22 mins,1346,"{'lat': 48.4255193, 'lng': 21.6571488}","076 05 Brehov, Slovakia",OK,10,NULL,ChIJ8WTe2svQOEcRqc58G1XzWH8,"{'lat': 48.4872872, 'lng': 21.8195503}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
68,0,14.7 km,14690,17 mins,1005,"{'lat': 48.4255193, 'lng': 21.6571488}","076 31 Klin nad Bodrogom, Slovakia",OK,10,NULL,ChIJ5b3pFxDPOEcRcByXxtH3AAQ,"{'lat': 48.38402869999999, 'lng': 21.7245537}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
56,0,52.2 km,52167,58 mins,3486,"{'lat': 48.4255193, 'lng': 21.6571488}","044 58 Belža, Slovakia",OK,10,NULL,ChIJeeDu7-sjP0cRkESXxtH3AAQ,"{'lat': 48.5808077, 'lng': 21.2741044}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
69,0,12.6 km,12621,13 mins,778,"{'lat': 48.4255193, 'lng': 21.6571488}","076 34 Ladmovce, Slovakia",OK,10,NULL,ChIJJxfGE-PPOEcR0G-XxtH3AAQ,"{'lat': 48.4122298, 'lng': 21.78117}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
58,0,17.0 km,17030,17 mins,1035,"{'lat': 48.4255193, 'lng': 21.6571488}","076 05 Cejkov, Slovakia",OK,10,NULL,ChIJ8f08Mw_ROEcRdYBNV9E0mcg,"{'lat': 48.4679814, 'lng': 21.7623173}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
59,0,21.1 km,21143,17 mins,1042,"{'lat': 48.4255193, 'lng': 21.6571488}","076 17 Nižný Žipov, Slovakia",OK,10,NULL,ChIJuYuC8N0qP0cR48ntNy7FsQw,"{'lat': 48.5823056, 'lng': 21.6369371}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
60,0,25.4 km,25393,21 mins,1245,"{'lat': 48.4255193, 'lng': 21.6571488}","075 01 Egreš, Slovakia",OK,10,NULL,ChIJxe3SkA4qP0cR8G6XxtH3AAQ,"{'lat': 48.6141719, 'lng': 21.6090782}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
61,0,17.8 km,17812,17 mins,1010,"{'lat': 48.4255193, 'lng': 21.6571488}","076 12 Brezina, Slovakia",OK,10,NULL,ChIJzyqPvIwrP0cREG6XxtH3AAQ,"{'lat': 48.5493659, 'lng': 21.5529881}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
62,0,20.8 km,20807,19 mins,1147,"{'lat': 48.4255193, 'lng': 21.6571488}","076 12 Kuzmice, Slovakia",OK,10,NULL,ChIJNVvXhsQrP0cRsG-XxtH3AAQ,"{'lat': 48.57881829999999, 'lng': 21.5701717}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
63,0,23.4 km,23438,22 mins,1297,"{'lat': 48.4255193, 'lng': 21.6571488}","076 12 Slivník, Slovakia",OK,10,NULL,ChIJpTOZOoYpP0cR44Og2tVDkVk,"{'lat': 48.5999955, 'lng': 21.5564504}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
65,0,17.8 km,17790,18 mins,1085,"{'lat': 48.4255193, 'lng': 21.6571488}","076 13 Byšta, Slovakia",OK,10,NULL,ChIJIazbQWgsP0cRIG6XxtH3AAQ,"{'lat': 48.5306035, 'lng': 21.5410394}","79A, 076 33 Slovenské Nové Mesto, Slovakia",locality
